0	0	3	16	0	0	0	0	37.789895	-79.437865	316	1
1	0	3	22	20	0	0	0	0	0	30	1
2	0	3	16	0	0	0	0	37.790078	-79.438095	100	1
3	0	3	206	0	0	0	0	0	0	0	1
4	0	3	16	0	0	0	0	37.790137	-79.437741	100	1
5	0	3	206	0	0	0	0	0	0	0	1
6	0	3	16	0	0	0	0	37.790214	-79.438111	100	1
7	0	3	206	0	0	0	0	0	0	0	1
8	0	3	16	0	0	0	0	37.790446	-79.436713	100	1
9	0	3	206	0	0	0	0	0	0	0	1
10	0	3	16	0	0	0	0	37.79056	-79.436861	100	1
11	0	3	206	0	0	0	0	0	0	0	1
12	0	3	16	0	0	0	0	37.790349	-79.438128	100	1
13	0	3	206	0	0	0	0	0	0	0	1
14	0	3	16	0	0	0	0	37.79043	-79.438081	100	1
15	0	3	206	0	0	0	0	0	0	0	1
16	0	3	16	0	0	0	0	37.790092	-79.437991	100	1
17	0	3	206	0	0	0	0	0	0	0	1
18	0	3	16	0	0	0	0	37.790122	-79.437825	100	1
19	0	3	206	0	0	0	0	0	0	0	1
20	0	3	16	0	0	0	0	37.790456	-79.437913	100	1
21	0	3	206	0	0	0	0	0	0	0	1
22	0	3	16	0	0	0	0	37.790482	-79.437746	100	1
23	0	3	206	0	0	0	0	0	0	0	1
24	0	3	16	0	0	0	0	37.790152	-79.437659	100	1
25	0	3	206	0	0	0	0	0	0	0	1
26	0	3	16	0	0	0	0	37.790182	-79.437493	100	1
27	0	3	206	0	0	0	0	0	0	0	1
28	0	3	16	0	0	0	0	37.790507	-79.437579	100	1
29	0	3	206	0	0	0	0	0	0	0	1
30	0	3	16	0	0	0	0	37.790533	-79.437412	100	1
31	0	3	206	0	0	0	0	0	0	0	1
32	0	3	16	0	0	0	0	37.790212	-79.437327	100	1
33	0	3	206	0	0	0	0	0	0	0	1
34	0	3	16	0	0	0	0	37.790241	-79.437161	100	1
35	0	3	206	0	0	0	0	0	0	0	1
36	0	3	16	0	0	0	0	37.790559	-79.437244	100	1
37	0	3	206	0	0	0	0	0	0	0	1
38	0	3	16	0	0	0	0	37.790585	-79.437077	100	1
39	0	3	206	0	0	0	0	0	0	0	1
40	0	3	16	0	0	0	0	37.790271	-79.436994	100	1
41	0	3	206	0	0	0	0	0	0	0	1
42	0	3	16	0	0	0	0	37.790301	-79.436828	100	1
43	0	3	206	0	0	0	0	0	0	0	1
44	0	3	16	0	0	0	0	37.790594	-79.436906	100	1
45	0	3	206	0	0	0	0	0	0	0	1
46	0	3	16	0	0	0	0	37.790427	-79.436687	100	1
47	0	3	206	0	0	0	0	0	0	0	1
48	0	3	16	0	0	0	0	37.790331	-79.436662	100	1
49	0	3	206	0	0	0	0	0	0	0	1
50	0	3	206	0	0	0	0	0	0	0	1
51	0	3	20	0	0	0	0	0	0	0	1
